product_id,title,description,pub_date,acq_start,preview_url,link,bbox_lower,bbox_upper
3DIMG_L2P_SMK_2022-08-23T08-30-00,3DIMG_L2P_SMK,"This is an Active Smoke product which shows that the pixel is to be qualified as smoke.Inputs to the algorithm will include geo-referenced, corrected  Albedo, Digital counts for Visible channel and geo-referenced Brightness temperature for MIR,TIR1, TIR2.","Tue, 23 Aug 2022 09:12:00 GMT","Tue, 23 Aug 2022 08:30:00 GMT",http://mosdac.gov.in/look/3D_IMG/preview/2022/23AUG/3DIMG_23AUG2022_0800_L2P_SMK.jpg,http://mosdac.gov.in/look/3D_IMG/preview/2022/23AUG/3DIMG_23AUG2022_0800_L2P_SMK.jpg,"[25.0, 60.0]","[39.0, 99.0]"
3DIMG_L2C_FOG_2022-08-23T08-00-00,3DIMG_L2C_FOG,"Night time FOG is derived from TIR-1 and MIR channel brightness temperature over Indian region. However, for day time visible channel reflectance and TIR-1 channel brightness temperature has been used. The algorithm involves detection of different thresholds following an image based approach to detect FOG","Tue, 23 Aug 2022 09:12:00 GMT","Tue, 23 Aug 2022 08:00:00 GMT",http://mosdac.gov.in/look/3D_IMG/preview/2022/23AUG/3DIMG_23AUG2022_0800_L2C_FOG.jpg,http://mosdac.gov.in/look/3D_IMG/preview/2022/23AUG/3DIMG_23AUG2022_0800_L2C_FOG.jpg,"[-10.0, 44.0]","[45.0, 105.0]"
3DIMG_L2P_WVW_2022-08-23T08-00-00,3DIMG_L2P_WVW,Water vapour derived wind vectors,"Tue, 23 Aug 2022 09:12:00 GMT","Tue, 23 Aug 2022 08:00:00 GMT",http://mosdac.gov.in/look/3D_IMG/preview/2022/23AUG/3DIMG_23AUG2022_0800_L2P_WVW.gif,http://mosdac.gov.in/look/3D_IMG/preview/2022/23AUG/3DIMG_23AUG2022_0800_L2P_WVW.gif,"[-48.0, 21.0]","[49.0, 128.0]"
3DIMG_L1C_SGP_2022-08-23T08-00-00,3DIMG_L1C_SGP,"Level1 IMAGER 6 channel  data of TIR1, TIR2, WV, VIS, SWIR, MIR Bands in Mercator projection","Tue, 23 Aug 2022 09:12:00 GMT","Tue, 23 Aug 2022 08:00:00 GMT",http://mosdac.gov.in/look/3D_IMG/preview/2022/23AUG/3DIMG_23AUG2022_0800_L1C_SGP_IR1.jpg,http://mosdac.gov.in/look/3D_IMG/preview/2022/23AUG/3DIMG_23AUG2022_0800_L1C_SGP_IR1.jpg,"[-50.0, 20.0]","[50.0, 130.0]"
3DIMG_L2P_IRW_2022-08-23T08-00-00,3DIMG_L2P_IRW,INSAT-3D Infrared channel derived Wind,"Tue, 23 Aug 2022 09:12:00 GMT","Tue, 23 Aug 2022 08:00:00 GMT",http://mosdac.gov.in/look/3D_IMG/preview/2022/23AUG/3DIMG_23AUG2022_0800_L2P_IRW.gif,http://mosdac.gov.in/look/3D_IMG/preview/2022/23AUG/3DIMG_23AUG2022_0800_L2P_IRW.gif,"[-48.0, 21.0]","[49.0, 128.0]"
3DIMG_L2P_IRW_2022-08-23T08-30-00,3DIMG_L2P_IRW,INSAT-3D Infrared channel derived Wind,"Tue, 23 Aug 2022 09:12:00 GMT","Tue, 23 Aug 2022 08:30:00 GMT",http://mosdac.gov.in/look/3D_IMG/preview/2022/23AUG/3DIMG_23AUG2022_0830_L2P_IRW.gif,http://mosdac.gov.in/look/3D_IMG/preview/2022/23AUG/3DIMG_23AUG2022_0830_L2P_IRW.gif,"[-48.0, 21.0]","[49.0, 128.0]"
3DIMG_L2B_SST_2022-08-23T08-30-00,3DIMG_L2B_SST,"Sea surface temperature is derived from split thermal window channels (TIR1, TIR2) during daytime and using additional mid IR window channel (MIR) during night time over cloud free oceanic regions. The most important part of the SST retrieval from IR observations is the atmospheric correction, especially over tropics. This correction is determined through a suitable characterization of tropical atmospheres in radiative transfer model to simulate the brightness temperatures of INSAT-3D channels a","Tue, 23 Aug 2022 09:12:00 GMT","Tue, 23 Aug 2022 08:30:00 GMT",http://mosdac.gov.in/look/3D_IMG/preview/2022/23AUG/3DIMG_23AUG2022_0830_L2B_SST.jpg,http://mosdac.gov.in/look/3D_IMG/preview/2022/23AUG/3DIMG_23AUG2022_0830_L2B_SST.jpg,"[-81.0, 0.0]","[81.0, 163.0]"
3DIMG_L2B_OLR_2022-08-23T08-00-00,3DIMG_L2B_OLR,"Total outgoing longwave radiation (OLR) flux, thermally emitted from earth atmosphere system, is estimated by applying regression equation relating OLR flux with INSAT-3D Imager observed WV (6.7&#956;m) and thermal infrared (TIR-1 10.5 &#956;m and TIR-2 11.5 &#956;m) radiances. The coefficients of the regression equations are determined from results of the Radiative Transfer Model simulation with various atmospheric conditions","Tue, 23 Aug 2022 09:12:00 GMT","Tue, 23 Aug 2022 08:00:00 GMT",http://mosdac.gov.in/look/3D_IMG/preview/2022/23AUG/3DIMG_23AUG2022_0800_L2B_OLR.jpg,http://mosdac.gov.in/look/3D_IMG/preview/2022/23AUG/3DIMG_23AUG2022_0800_L2B_OLR.jpg,"[-81.0, 0.0]","[81.0, 163.0]"
3DIMG_L1B_STD_2022-08-23T08-30-00,3DIMG_L1B_STD,Level1 data for Imager 6 channels at half hour interval,"Tue, 23 Aug 2022 09:12:00 GMT","Tue, 23 Aug 2022 08:30:00 GMT",http://mosdac.gov.in/look/3D_IMG/preview/2022/23AUG/3DIMG_23AUG2022_0830_L1B_STD_IR1.jpg,http://mosdac.gov.in/look/3D_IMG/preview/2022/23AUG/3DIMG_23AUG2022_0830_L1B_STD_IR1.jpg,"[-81.0, 0.0]","[81.0, 163.0]"
3DIMG_L2P_VSW_2022-08-23T08-30-00,3DIMG_L2P_VSW,Winds derived using Visible band data of IMAGER,"Tue, 23 Aug 2022 09:12:00 GMT","Tue, 23 Aug 2022 08:30:00 GMT",http://mosdac.gov.in/look/3D_IMG/preview/2022/23AUG/3DIMG_23AUG2022_0830_L2P_VSW.gif,http://mosdac.gov.in/look/3D_IMG/preview/2022/23AUG/3DIMG_23AUG2022_0830_L2P_VSW.gif,"[-48.0, 30.0]","[45.0, 128.0]"
3DIMG_L1B_STD_2022-08-23T08-00-00,3DIMG_L1B_STD,Level1 data for Imager 6 channels at half hour interval,"Tue, 23 Aug 2022 09:12:00 GMT","Tue, 23 Aug 2022 08:00:00 GMT",http://mosdac.gov.in/look/3D_IMG/preview/2022/23AUG/3DIMG_23AUG2022_0800_L1B_STD_IR1.jpg,http://mosdac.gov.in/look/3D_IMG/preview/2022/23AUG/3DIMG_23AUG2022_0800_L1B_STD_IR1.jpg,"[-81.0, 0.0]","[81.0, 163.0]"
3DIMG_L2B_UTH_2022-08-23T08-30-00,3DIMG_L2B_UTH,Upper Tropospheric Humidity from IMAGER,"Tue, 23 Aug 2022 09:12:00 GMT","Tue, 23 Aug 2022 08:30:00 GMT",http://mosdac.gov.in/look/3D_IMG/preview/2022/23AUG/3DIMG_23AUG2022_0830_L2B_UTH.jpg,http://mosdac.gov.in/look/3D_IMG/preview/2022/23AUG/3DIMG_23AUG2022_0830_L2B_UTH.jpg,"[-80.0, 1.0]","[80.0, 162.0]"
3DIMG_L2C_CMP_2022-08-23T08-00-00,3DIMG_L2C_CMP,Day-time cloud microphysical parameters from visible and SWIR channels of INSAT-3D imager,"Tue, 23 Aug 2022 09:12:00 GMT","Tue, 23 Aug 2022 08:00:00 GMT",http://mosdac.gov.in/look/3D_IMG/preview/2022/23AUG/3DIMG_23AUG2022_0800_L2C_CER.jpg,http://mosdac.gov.in/look/3D_IMG/preview/2022/23AUG/3DIMG_23AUG2022_0800_L2C_CER.jpg,"[-50.0, 20.0]","[50.0, 130.0]"
3DIMG_L2B_CMK_2022-08-23T08-00-00,3DIMG_L2B_CMK,"INSAT-3D VHRR measures radiances in one visible and one SWIR band at 1 km spatial resolution, one MIR and two TIR bands at 4 km resolution, and one WV band at 8 km resolution. Radiances from 3 IR spectral bands TIR-1 , TIR-2 and MIR which are of same resolution of 4km are used in the INSAT cloud mask algorithm to estimate whether a given view of the earth surface is unobstructed by clouds","Tue, 23 Aug 2022 09:12:00 GMT","Tue, 23 Aug 2022 08:00:00 GMT",http://mosdac.gov.in/look/3D_IMG/preview/2022/23AUG/3DIMG_23AUG2022_0800_L2B_CMK.jpg,http://mosdac.gov.in/look/3D_IMG/preview/2022/23AUG/3DIMG_23AUG2022_0800_L2B_CMK.jpg,"[-81.0, 0.0]","[81.0, 163.0]"
3DIMG_L2G_IMR_2022-08-23T08-00-00,3DIMG_L2G_IMR,Indian Multi Spectral rainfall from IMAGER,"Tue, 23 Aug 2022 09:12:00 GMT","Tue, 23 Aug 2022 08:00:00 GMT",http://mosdac.gov.in/look/3D_IMG/preview/2022/23AUG/3DIMG_23AUG2022_0800_L2G_IMR.jpg,http://mosdac.gov.in/look/3D_IMG/preview/2022/23AUG/3DIMG_23AUG2022_0800_L2G_IMR.jpg,"[-39.0, 30.0]","[40.0, 120.0]"
