product_id,title,description,pub_date,acq_start,preview_url,link,bbox_lower,bbox_upper
S1SCT_L4_BT_SP_2021-03-01T00-49-00,S1SCT_L4_BT_SP,SCATSAT1 high resolution sea ice product over South Pole generated using multiple SCATSAT1 L1B products using SIR Algorithm,"Thu, 04 Mar 2021 09:20:00 GMT","Mon, 01 Mar 2021 00:49:00 GMT",http://mosdac.gov.in/look/S1_SCT/preview/2021/MAR/L4SPOLAR/S1L4BV_2021060_2021062_ASC_SP_v1.1.4_1.2.jpg,http://mosdac.gov.in/look/S1_SCT/preview/2021/MAR/L4SPOLAR/S1L4BV_2021060_2021062_ASC_SP_v1.1.4_1.2.jpg,"[45.0, 0.0]","[90.0, 360.0]"
S1SCT_L4_SIG_GLB_2021-03-01T00-49-00,S1SCT_L4_SIG_GLB,SCATSAT-1 high resolution land product over Full Globe generated using multiple SCATSAT-1 L1B products using SIR Algorithm,"Wed, 03 Mar 2021 16:32:00 GMT","Mon, 01 Mar 2021 00:49:00 GMT",http://mosdac.gov.in/look/S1_SCT/preview/2021/MAR/L4FULLGLOBE/S1L4SH_2021060_2021061_DES_GL2_v1.1.4_1.2.jpg,http://mosdac.gov.in/look/S1_SCT/preview/2021/MAR/L4FULLGLOBE/S1L4SH_2021060_2021061_DES_GL2_v1.1.4_1.2.jpg,"[-90.0, 0.0]","[90.0, 360.0]"
S1SCT_L4_SIG_GLB_2021-03-01T00-49-00,S1SCT_L4_SIG_GLB,SCATSAT-1 high resolution land product over Full Globe generated using multiple SCATSAT-1 L1B products using SIR Algorithm,"Wed, 03 Mar 2021 16:32:00 GMT","Mon, 01 Mar 2021 00:49:00 GMT",http://mosdac.gov.in/look/S1_SCT/preview/2021/MAR/L4FULLGLOBE/S1L4SH_2021060_2021061_ASC_GL2_v1.1.4_1.2.jpg,http://mosdac.gov.in/look/S1_SCT/preview/2021/MAR/L4FULLGLOBE/S1L4SH_2021060_2021061_ASC_GL2_v1.1.4_1.2.jpg,"[-90.0, 0.0]","[90.0, 360.0]"
S1SCT_L4_SIG_GLB_2021-03-01T00-49-00,S1SCT_L4_SIG_GLB,SCATSAT-1 high resolution land product over Full Globe generated using multiple SCATSAT-1 L1B products using SIR Algorithm,"Wed, 03 Mar 2021 16:32:00 GMT","Mon, 01 Mar 2021 00:49:00 GMT",http://mosdac.gov.in/look/S1_SCT/preview/2021/MAR/L4FULLGLOBE/S1L4SV_2021060_2021061_DES_GL2_v1.1.4_1.2.jpg,http://mosdac.gov.in/look/S1_SCT/preview/2021/MAR/L4FULLGLOBE/S1L4SV_2021060_2021061_DES_GL2_v1.1.4_1.2.jpg,"[-90.0, 0.0]","[90.0, 360.0]"
S1SCT_L4_SIG_GLB_2021-03-01T00-49-00,S1SCT_L4_SIG_GLB,SCATSAT-1 high resolution land product over Full Globe generated using multiple SCATSAT-1 L1B products using SIR Algorithm,"Wed, 03 Mar 2021 16:32:00 GMT","Mon, 01 Mar 2021 00:49:00 GMT",http://mosdac.gov.in/look/S1_SCT/preview/2021/MAR/L4FULLGLOBE/S1L4SH_2021060_2021061_BTH_GL2_v1.1.4_1.2.jpg,http://mosdac.gov.in/look/S1_SCT/preview/2021/MAR/L4FULLGLOBE/S1L4SH_2021060_2021061_BTH_GL2_v1.1.4_1.2.jpg,"[-90.0, 0.0]","[90.0, 360.0]"
S1SCT_L4_GAM_GLB_2021-03-01T00-49-00,S1SCT_L4_GAM_GLB,SCATSAT-1 high resolution land product over Full Globe generated using multiple SCATSAT-1 L1B products using SIR Algorithm,"Wed, 03 Mar 2021 14:14:00 GMT","Mon, 01 Mar 2021 00:49:00 GMT",http://mosdac.gov.in/look/S1_SCT/preview/2021/MAR/L4FULLGLOBE/S1L4GH_2021060_2021061_BTH_GL2_v1.1.4_1.2.jpg,http://mosdac.gov.in/look/S1_SCT/preview/2021/MAR/L4FULLGLOBE/S1L4GH_2021060_2021061_BTH_GL2_v1.1.4_1.2.jpg,"[-90.0, 0.0]","[90.0, 360.0]"
S1SCT_L4_GAM_GLB_2021-03-01T00-49-00,S1SCT_L4_GAM_GLB,SCATSAT-1 high resolution land product over Full Globe generated using multiple SCATSAT-1 L1B products using SIR Algorithm,"Wed, 03 Mar 2021 14:14:00 GMT","Mon, 01 Mar 2021 00:49:00 GMT",http://mosdac.gov.in/look/S1_SCT/preview/2021/MAR/L4FULLGLOBE/S1L4GH_2021060_2021061_DES_GL2_v1.1.4_1.2.jpg,http://mosdac.gov.in/look/S1_SCT/preview/2021/MAR/L4FULLGLOBE/S1L4GH_2021060_2021061_DES_GL2_v1.1.4_1.2.jpg,"[-90.0, 0.0]","[90.0, 360.0]"
S1SCT_L4_GAM_GLB_2021-03-01T00-49-00,S1SCT_L4_GAM_GLB,SCATSAT-1 high resolution land product over Full Globe generated using multiple SCATSAT-1 L1B products using SIR Algorithm,"Wed, 03 Mar 2021 14:14:00 GMT","Mon, 01 Mar 2021 00:49:00 GMT",http://mosdac.gov.in/look/S1_SCT/preview/2021/MAR/L4FULLGLOBE/S1L4GH_2021060_2021061_ASC_GL2_v1.1.4_1.2.jpg,http://mosdac.gov.in/look/S1_SCT/preview/2021/MAR/L4FULLGLOBE/S1L4GH_2021060_2021061_ASC_GL2_v1.1.4_1.2.jpg,"[-90.0, 0.0]","[90.0, 360.0]"
S1SCT_L4_GAM_IND_2021-03-01T00-49-00,S1SCT_L4_GAM_IND,"SCATSAT-1 high resolution land product over India generated using multiple SCATSAT-1 L1B products using SIR Algorithm for HHASC, HHDES, HHBTH, VVASC, VVDES, VVBTH","Wed, 03 Mar 2021 11:12:00 GMT","Mon, 01 Mar 2021 00:49:00 GMT",http://mosdac.gov.in/look/S1_SCT/preview/2021/MAR/L4INDIA/S1L4GV_2021060_2021061_DES_IN_v1.1.4_1.2.jpg,http://mosdac.gov.in/look/S1_SCT/preview/2021/MAR/L4INDIA/S1L4GV_2021060_2021061_DES_IN_v1.1.4_1.2.jpg,"[6.0, 64.0]","[40.0, 100.0]"
S1SCT_L4_BT_SP_2021-03-01T00-49-00,S1SCT_L4_BT_SP,SCATSAT1 high resolution sea ice product over South Pole generated using multiple SCATSAT1 L1B products using SIR Algorithm,"Thu, 04 Mar 2021 09:20:00 GMT","Mon, 01 Mar 2021 00:49:00 GMT",http://mosdac.gov.in/look/S1_SCT/preview/2021/MAR/L4SPOLAR/S1L4BH_2021060_2021062_ASC_SP_v1.1.4_1.2.jpg,http://mosdac.gov.in/look/S1_SCT/preview/2021/MAR/L4SPOLAR/S1L4BH_2021060_2021062_ASC_SP_v1.1.4_1.2.jpg,"[45.0, 0.0]","[90.0, 360.0]"
S1SCT_L4_SIG_SP_2021-03-01T00-49-00,S1SCT_L4_SIG_SP,SCATSAT1 high resolution sea ice product over South Pole generated using multiple SCATSAT1 L1B products using SIR Algorithm,"Thu, 04 Mar 2021 09:20:00 GMT","Mon, 01 Mar 2021 00:49:00 GMT",http://mosdac.gov.in/look/S1_SCT/preview/2021/MAR/L4SPOLAR/S1L4SV_2021060_2021062_ASC_SP_v1.1.4_1.2.jpg,http://mosdac.gov.in/look/S1_SCT/preview/2021/MAR/L4SPOLAR/S1L4SV_2021060_2021062_ASC_SP_v1.1.4_1.2.jpg,"[45.0, 0.0]","[90.0, 360.0]"
S1SCT_L4_GAM_SP_2021-03-01T00-49-00,S1SCT_L4_GAM_SP,SCATSAT1 high resolution sea ice product over South Pole generated using multiple SCATSAT1 L1B products using SIR Algorithm,"Thu, 04 Mar 2021 09:20:00 GMT","Mon, 01 Mar 2021 00:49:00 GMT",http://mosdac.gov.in/look/S1_SCT/preview/2021/MAR/L4SPOLAR/S1L4GH_2021060_2021062_ASC_SP_v1.1.4_1.2.jpg,http://mosdac.gov.in/look/S1_SCT/preview/2021/MAR/L4SPOLAR/S1L4GH_2021060_2021062_ASC_SP_v1.1.4_1.2.jpg,"[45.0, 0.0]","[90.0, 360.0]"
S1SCT_L4_SIG_SP_2021-03-01T00-49-00,S1SCT_L4_SIG_SP,SCATSAT1 high resolution sea ice product over South Pole generated using multiple SCATSAT1 L1B products using SIR Algorithm,"Thu, 04 Mar 2021 09:20:00 GMT","Mon, 01 Mar 2021 00:49:00 GMT",http://mosdac.gov.in/look/S1_SCT/preview/2021/MAR/L4SPOLAR/S1L4SH_2021060_2021062_ASC_SP_v1.1.4_1.2.jpg,http://mosdac.gov.in/look/S1_SCT/preview/2021/MAR/L4SPOLAR/S1L4SH_2021060_2021062_ASC_SP_v1.1.4_1.2.jpg,"[45.0, 0.0]","[90.0, 360.0]"
S1SCT_L4_GAM_NP_2021-03-01T00-49-00,S1SCT_L4_GAM_NP,SCATSAT1 high resolution sea ice product over North Pole generated using multiple SCATSAT1 L1B products using SIR Algorithm,"Thu, 04 Mar 2021 09:20:00 GMT","Mon, 01 Mar 2021 00:49:00 GMT",http://mosdac.gov.in/look/S1_SCT/preview/2021/MAR/L4NPOLAR/S1L4GH_2021060_2021062_DES_NP_v1.1.4_1.2.jpg,http://mosdac.gov.in/look/S1_SCT/preview/2021/MAR/L4NPOLAR/S1L4GH_2021060_2021062_DES_NP_v1.1.4_1.2.jpg,"[45.0, 0.0]","[90.0, 360.0]"
S1SCT_L4_BT_NP_2021-03-01T00-49-00,S1SCT_L4_BT_NP,SCATSAT1 high resolution sea ice product over North Pole generated using multiple SCATSAT1 L1B products using SIR Algorithm,"Thu, 04 Mar 2021 09:20:00 GMT","Mon, 01 Mar 2021 00:49:00 GMT",http://mosdac.gov.in/look/S1_SCT/preview/2021/MAR/L4NPOLAR/S1L4BH_2021060_2021062_DES_NP_v1.1.4_1.2.jpg,http://mosdac.gov.in/look/S1_SCT/preview/2021/MAR/L4NPOLAR/S1L4BH_2021060_2021062_DES_NP_v1.1.4_1.2.jpg,"[45.0, 0.0]","[90.0, 360.0]"
