product_id,title,description,pub_date,acq_start,preview_url,link,bbox_lower,bbox_upper
3RIMG_L2G_AOD_2022-08-24T07-45-00,3RIMG_L2G_AOD,"The AOD product provides the aerosol optical thickness, at 650 nm and 4 Km spatial resolution over both land and ocean surfaces with root mean square (RMS) error of ?0.1.","Wed, 24 Aug 2022 08:32:00 GMT","Wed, 24 Aug 2022 07:45:00 GMT",http://mosdac.gov.in/look/3R_IMG/preview/2022/24AUG/3RIMG_24AUG2022_0745_L2G_AOD.jpg,http://mosdac.gov.in/look/3R_IMG/preview/2022/24AUG/3RIMG_24AUG2022_0745_L2G_AOD.jpg,"[-9.0, 45.0]","[45.0, 100.0]"
3RIMG_L2P_WVW_2022-08-24T07-15-00,3RIMG_L2P_WVW,Water vapour derived wind vectors,"Wed, 24 Aug 2022 08:05:00 GMT","Wed, 24 Aug 2022 07:15:00 GMT",http://mosdac.gov.in/look/3R_IMG/preview/2022/24AUG/3RIMG_24AUG2022_0715_L2P_WVW.gif,http://mosdac.gov.in/look/3R_IMG/preview/2022/24AUG/3RIMG_24AUG2022_0715_L2P_WVW.gif,"[-48.0, 21.0]","[49.0, 128.0]"
3RIMG_L2B_OLR_2022-08-24T07-45-00,3RIMG_L2B_OLR,"Total outgoing longwave radiation (OLR) flux, thermally emitted from earth atmosphere system, is estimated by applying regression equation relating OLR flux with INSAT-3DR Imager observed WV (6.7&#956;m) and thermal infrared (TIR-1 10.5 &#956;m and TIR-2 11.5 &#956;m) radiances. The coefficients of the regression equations are determined from results of the Radiative Transfer Model simulation with various atmospheric conditions","Wed, 24 Aug 2022 08:32:00 GMT","Wed, 24 Aug 2022 07:45:00 GMT",http://mosdac.gov.in/look/3R_IMG/preview/2022/24AUG/3RIMG_24AUG2022_0745_L2B_OLR.jpg,http://mosdac.gov.in/look/3R_IMG/preview/2022/24AUG/3RIMG_24AUG2022_0745_L2B_OLR.jpg,"[-81.0, -7.0]","[81.0, 155.0]"
3RIMG_L2B_HEM_2022-08-24T07-45-00,3RIMG_L2B_HEM,This product is derived on the basis of Hydro-Estimator method. It measures precipitation over Indian Region encompassing area between longitudes 30?E -to130?E and latitudes 50?N- 50?S.,"Wed, 24 Aug 2022 08:32:00 GMT","Wed, 24 Aug 2022 07:45:00 GMT",http://mosdac.gov.in/look/3R_IMG/preview/2022/24AUG/3RIMG_24AUG2022_0745_L2B_HEM.jpg,http://mosdac.gov.in/look/3R_IMG/preview/2022/24AUG/3RIMG_24AUG2022_0745_L2B_HEM.jpg,"[-81.0, -7.0]","[81.0, 155.0]"
3RIMG_L2C_FOG_2022-08-24T07-45-00,3RIMG_L2C_FOG,"Night time FOG is derived from TIR-1 and MIR channel brightness temperature over Indian region. However, for day time visible channel reflectance and TIR-1 channel brightness temperature has been used. The algorithm involves detection of different thresholds following an image based approach to detect FOG","Wed, 24 Aug 2022 08:32:00 GMT","Wed, 24 Aug 2022 07:45:00 GMT",http://mosdac.gov.in/look/3R_IMG/preview/2022/24AUG/3RIMG_24AUG2022_0745_L2C_FOG.jpg,http://mosdac.gov.in/look/3R_IMG/preview/2022/24AUG/3RIMG_24AUG2022_0745_L2C_FOG.jpg,"[-10.0, 44.0]","[45.0, 110.0]"
3RIMG_L2B_CTP_2022-08-24T07-45-00,3RIMG_L2B_CTP,Cloud top properties derived using INSAT3R IMAGER,"Wed, 24 Aug 2022 08:32:00 GMT","Wed, 24 Aug 2022 07:45:00 GMT",http://mosdac.gov.in/look/3R_IMG/preview/2022/24AUG/3RIMG_24AUG2022_0745_L2B_CTP.jpg,http://mosdac.gov.in/look/3R_IMG/preview/2022/24AUG/3RIMG_24AUG2022_0745_L2B_CTP.jpg,"[-79.0, -6.0]","[78.0, 154.0]"
3RIMG_L2C_CMP_2022-08-24T07-15-00,3RIMG_L2C_CMP,Day-time cloud microphysical parameters from visible and SWIR channels of INSAT-3DR imager,"Wed, 24 Aug 2022 08:14:00 GMT","Wed, 24 Aug 2022 07:15:00 GMT",http://mosdac.gov.in/look/3R_IMG/preview/2022/24AUG/3RIMG_24AUG2022_0715_L2C_CER.jpg,http://mosdac.gov.in/look/3R_IMG/preview/2022/24AUG/3RIMG_24AUG2022_0715_L2C_CER.jpg,"[-50.0, 20.0]","[50.0, 130.0]"
3RIMG_L1B_STD_2022-08-24T07-45-00,3RIMG_L1B_STD,Level1 data for Imager 6 channels at half hour interval,"Wed, 24 Aug 2022 08:32:00 GMT","Wed, 24 Aug 2022 07:45:00 GMT",http://mosdac.gov.in/look/3R_IMG/preview/2022/24AUG/3RIMG_24AUG2022_0745_L1B_STD_IR1.jpg,http://mosdac.gov.in/look/3R_IMG/preview/2022/24AUG/3RIMG_24AUG2022_0745_L1B_STD_IR1.jpg,"[-81.0, -7.0]","[81.0, 155.0]"
3RIMG_L2G_WDP_2022-08-24T07-45-00,3RIMG_L2G_WDP,"Wind Derived Product, Upper level divergence, lower level convergence, wind shear, mid-level wind shear, 24 hour wind shear tendency, vorticity(200,500,700,850mb) using INSAT-3DR AMVs.","Wed, 24 Aug 2022 08:35:00 GMT","Wed, 24 Aug 2022 07:45:00 GMT",http://mosdac.gov.in/look/3R_IMG/preview/2022/24AUG/3RIMG_24AUG2022_0745_L2G_MIDSH.jpg,http://mosdac.gov.in/look/3R_IMG/preview/2022/24AUG/3RIMG_24AUG2022_0745_L2G_MIDSH.jpg,"[-50.0, 30.0]","[50.0, 130.0]"
3RIMG_L2B_IMC_2022-08-24T07-15-00,3RIMG_L2B_IMC,"INSAT multispectral Rainfall Algorithm Technique (IMSRA) is one of the main operational rainfall retrieval algorithms for INSAT-3DR. This algorithm estimates precipitation based on non-linear power law relationship established between infrared (IR) brightness temperatures (Tbs, 10.7 ?m observations) and TRMM-PR surface rain rate.  Based on a number of case studies and research works carried out, a further refinement of the algorithm was made.","Wed, 24 Aug 2022 08:32:00 GMT","Wed, 24 Aug 2022 07:15:00 GMT",http://mosdac.gov.in/look/3R_IMG/preview/2022/24AUG/3RIMG_24AUG2022_0715_L2B_IMC.jpg,http://mosdac.gov.in/look/3R_IMG/preview/2022/24AUG/3RIMG_24AUG2022_0715_L2B_IMC.jpg,"[-81.0, -7.0]","[81.0, 155.0]"
3RIMG_L2P_IRW_2022-08-24T07-15-00,3RIMG_L2P_IRW,INSAT-3DR Infrared channel derived Wind,"Wed, 24 Aug 2022 08:05:00 GMT","Wed, 24 Aug 2022 07:15:00 GMT",http://mosdac.gov.in/look/3R_IMG/preview/2022/24AUG/3RIMG_24AUG2022_0715_L2P_IRW.gif,http://mosdac.gov.in/look/3R_IMG/preview/2022/24AUG/3RIMG_24AUG2022_0715_L2P_IRW.gif,"[-48.0, 21.0]","[49.0, 128.0]"
3RIMG_L2P_IRW_2022-08-24T07-45-00,3RIMG_L2P_IRW,INSAT-3DR Infrared channel derived Wind,"Wed, 24 Aug 2022 08:35:00 GMT","Wed, 24 Aug 2022 07:45:00 GMT",http://mosdac.gov.in/look/3R_IMG/preview/2022/24AUG/3RIMG_24AUG2022_0745_L2P_IRW.gif,http://mosdac.gov.in/look/3R_IMG/preview/2022/24AUG/3RIMG_24AUG2022_0745_L2P_IRW.gif,"[-48.0, 21.0]","[49.0, 128.0]"
3RIMG_L1C_SGP_2022-08-24T07-45-00,3RIMG_L1C_SGP,"Level1 IMAGER 6 channel  data of TIR1, TIR2, WV, VIS, SWIR, MIR Bands in Mercator projection","Wed, 24 Aug 2022 08:32:00 GMT","Wed, 24 Aug 2022 07:45:00 GMT",http://mosdac.gov.in/look/3R_IMG/preview/2022/24AUG/3RIMG_24AUG2022_0745_L1C_SGP_IR1.jpg,http://mosdac.gov.in/look/3R_IMG/preview/2022/24AUG/3RIMG_24AUG2022_0745_L1C_SGP_IR1.jpg,"[-50.0, 20.0]","[50.0, 130.0]"
3RIMG_L2B_UTH_2022-08-24T07-45-00,3RIMG_L2B_UTH,Upper Tropospheric Humidity from IMAGER,"Wed, 24 Aug 2022 08:32:00 GMT","Wed, 24 Aug 2022 07:45:00 GMT",http://mosdac.gov.in/look/3R_IMG/preview/2022/24AUG/3RIMG_24AUG2022_0745_L2B_UTH.jpg,http://mosdac.gov.in/look/3R_IMG/preview/2022/24AUG/3RIMG_24AUG2022_0745_L2B_UTH.jpg,"[-80.0, -6.0]","[80.0, 154.0]"
3RIMG_L2B_LST_2022-08-24T07-45-00,3RIMG_L2B_LST,"Land surface temperature (LST) is a key parameter in the land surface processes. LST is very useful input to various models related to agrometeorology, ecology, hydrology and climate.","Wed, 24 Aug 2022 08:32:00 GMT","Wed, 24 Aug 2022 07:45:00 GMT",http://mosdac.gov.in/look/3R_IMG/preview/2022/24AUG/3RIMG_24AUG2022_0745_L2B_LST.jpg,http://mosdac.gov.in/look/3R_IMG/preview/2022/24AUG/3RIMG_24AUG2022_0745_L2B_LST.jpg,"[-81.0, -7.0]","[81.0, 155.0]"
