product_id,title,description,pub_date,acq_start,preview_url,link,bbox_lower,bbox_upper
3RSND_L2B_SA1_2022-08-24T03-00-00,3RSND_L2B_SA1,Sounder Level2 data for A1 sector,"Wed, 24 Aug 2022 04:46:00 GMT","Wed, 24 Aug 2022 03:00:00 GMT",http://mosdac.gov.in/look/3R_SND/preview/2022/24AUG/3RSND_24AUG2022_0300_L2B_SA1_DMI.jpg,http://mosdac.gov.in/look/3R_SND/preview/2022/24AUG/3RSND_24AUG2022_0300_L2B_SA1_DMI.jpg,"[6.0, 53.0]","[42.0, 104.0]"
3RSND_L1B_SA1_2022-08-24T02-00-00,3RSND_L1B_SA1,Sounder Level1 data for A1 sector,"Wed, 24 Aug 2022 03:36:00 GMT","Wed, 24 Aug 2022 02:00:00 GMT",http://mosdac.gov.in/look/3R_SND/preview/2022/24AUG/3RSND_24AUG2022_0200_L1B_SA1_LWIR1.jpg,http://mosdac.gov.in/look/3R_SND/preview/2022/24AUG/3RSND_24AUG2022_0200_L1B_SA1_LWIR1.jpg,"[6.0, 53.0]","[42.0, 104.0]"
3RSND_L1B_SA1_2022-08-23T14-00-00,3RSND_L1B_SA1,Sounder Level1 data for A1 sector,"Tue, 23 Aug 2022 15:34:00 GMT","Tue, 23 Aug 2022 14:00:00 GMT",http://mosdac.gov.in/look/3R_SND/preview/2022/23AUG/3RSND_23AUG2022_1400_L1B_SA1_LWIR1.jpg,http://mosdac.gov.in/look/3R_SND/preview/2022/23AUG/3RSND_23AUG2022_1400_L1B_SA1_LWIR1.jpg,"[7.0, 54.0]","[41.0, 105.0]"
3RSND_L2B_SA1_2022-08-24T02-00-00,3RSND_L2B_SA1,Sounder Level2 data for A1 sector,"Wed, 24 Aug 2022 03:36:00 GMT","Wed, 24 Aug 2022 02:00:00 GMT",http://mosdac.gov.in/look/3R_SND/preview/2022/24AUG/3RSND_24AUG2022_0200_L2B_SA1_DMI.jpg,http://mosdac.gov.in/look/3R_SND/preview/2022/24AUG/3RSND_24AUG2022_0200_L2B_SA1_DMI.jpg,"[6.0, 53.0]","[42.0, 104.0]"
3RSND_L1B_SA1_2022-08-23T15-00-00,3RSND_L1B_SA1,Sounder Level1 data for A1 sector,"Tue, 23 Aug 2022 16:32:00 GMT","Tue, 23 Aug 2022 15:00:00 GMT",http://mosdac.gov.in/look/3R_SND/preview/2022/23AUG/3RSND_23AUG2022_1500_L1B_SA1_LWIR1.jpg,http://mosdac.gov.in/look/3R_SND/preview/2022/23AUG/3RSND_23AUG2022_1500_L1B_SA1_LWIR1.jpg,"[7.0, 54.0]","[41.0, 105.0]"
3RSND_L2B_SA1_2022-08-24T00-00-00,3RSND_L2B_SA1,Sounder Level2 data for A1 sector,"Wed, 24 Aug 2022 01:42:00 GMT","Wed, 24 Aug 2022 00:00:00 GMT",http://mosdac.gov.in/look/3R_SND/preview/2022/24AUG/3RSND_24AUG2022_0000_L2B_SA1_DMI.jpg,http://mosdac.gov.in/look/3R_SND/preview/2022/24AUG/3RSND_24AUG2022_0000_L2B_SA1_DMI.jpg,"[6.0, 53.0]","[42.0, 104.0]"
3RSND_L2B_SA1_2022-08-24T05-00-00,3RSND_L2B_SA1,Sounder Level2 data for A1 sector,"Wed, 24 Aug 2022 06:38:00 GMT","Wed, 24 Aug 2022 05:00:00 GMT",http://mosdac.gov.in/look/3R_SND/preview/2022/24AUG/3RSND_24AUG2022_0500_L2B_SA1_DMI.jpg,http://mosdac.gov.in/look/3R_SND/preview/2022/24AUG/3RSND_24AUG2022_0500_L2B_SA1_DMI.jpg,"[7.0, 54.0]","[41.0, 104.0]"
3RSND_L2B_SB1_2022-08-23T16-00-00,3RSND_L2B_SB1,Sounder Level2 data for B1 sector,"Tue, 23 Aug 2022 17:10:00 GMT","Tue, 23 Aug 2022 16:00:00 GMT",http://mosdac.gov.in/look/3R_SND/preview/2022/23AUG/3RSND_23AUG2022_1600_L2B_SB1_DMI.jpg,http://mosdac.gov.in/look/3R_SND/preview/2022/23AUG/3RSND_23AUG2022_1600_L2B_SB1_DMI.jpg,"[-13.0, 53.0]","[10.0, 96.0]"
3RSND_L1B_SA1_2022-08-24T03-00-00,3RSND_L1B_SA1,Sounder Level1 data for A1 sector,"Wed, 24 Aug 2022 04:46:00 GMT","Wed, 24 Aug 2022 03:00:00 GMT",http://mosdac.gov.in/look/3R_SND/preview/2022/24AUG/3RSND_24AUG2022_0300_L1B_SA1_LWIR1.jpg,http://mosdac.gov.in/look/3R_SND/preview/2022/24AUG/3RSND_24AUG2022_0300_L1B_SA1_LWIR1.jpg,"[6.0, 53.0]","[42.0, 104.0]"
3RSND_L2B_SB1_2022-08-24T04-00-00,3RSND_L2B_SB1,Sounder Level2 data for B1 sector,"Wed, 24 Aug 2022 05:08:00 GMT","Wed, 24 Aug 2022 04:00:00 GMT",http://mosdac.gov.in/look/3R_SND/preview/2022/24AUG/3RSND_24AUG2022_0400_L2B_SB1_DMI.jpg,http://mosdac.gov.in/look/3R_SND/preview/2022/24AUG/3RSND_24AUG2022_0400_L2B_SB1_DMI.jpg,"[-13.0, 53.0]","[10.0, 96.0]"
3RSND_L2B_SA1_2022-08-23T15-00-00,3RSND_L2B_SA1,Sounder Level2 data for A1 sector,"Tue, 23 Aug 2022 16:40:00 GMT","Tue, 23 Aug 2022 15:00:00 GMT",http://mosdac.gov.in/look/3R_SND/preview/2022/23AUG/3RSND_23AUG2022_1500_L2B_SA1_DMI.jpg,http://mosdac.gov.in/look/3R_SND/preview/2022/23AUG/3RSND_23AUG2022_1500_L2B_SA1_DMI.jpg,"[7.0, 54.0]","[41.0, 105.0]"
3RSND_L1B_SB1_2022-08-23T16-00-00,3RSND_L1B_SB1,Sounder Level1 data for B1 sector,"Tue, 23 Aug 2022 17:02:00 GMT","Tue, 23 Aug 2022 16:00:00 GMT",http://mosdac.gov.in/look/3R_SND/preview/2022/23AUG/3RSND_23AUG2022_1600_L1B_SB1_LWIR1.jpg,http://mosdac.gov.in/look/3R_SND/preview/2022/23AUG/3RSND_23AUG2022_1600_L1B_SB1_LWIR1.jpg,"[-13.0, 53.0]","[10.0, 96.0]"
3RSND_L1B_SA1_2022-08-24T00-00-00,3RSND_L1B_SA1,Sounder Level1 data for A1 sector,"Wed, 24 Aug 2022 01:34:00 GMT","Wed, 24 Aug 2022 00:00:00 GMT",http://mosdac.gov.in/look/3R_SND/preview/2022/24AUG/3RSND_24AUG2022_0000_L1B_SA1_LWIR1.jpg,http://mosdac.gov.in/look/3R_SND/preview/2022/24AUG/3RSND_24AUG2022_0000_L1B_SA1_LWIR1.jpg,"[6.0, 53.0]","[42.0, 104.0]"
3RSND_L2B_SA1_2022-08-24T06-00-00,3RSND_L2B_SA1,Sounder Level2 data for A1 sector,"Wed, 24 Aug 2022 07:38:00 GMT","Wed, 24 Aug 2022 06:00:00 GMT",http://mosdac.gov.in/look/3R_SND/preview/2022/24AUG/3RSND_24AUG2022_0600_L2B_SA1_DMI.jpg,http://mosdac.gov.in/look/3R_SND/preview/2022/24AUG/3RSND_24AUG2022_0600_L2B_SA1_DMI.jpg,"[7.0, 54.0]","[41.0, 104.0]"
3RSND_L1B_SB1_2022-08-23T23-00-00,3RSND_L1B_SB1,Sounder Level1 data for B1 sector,"Wed, 24 Aug 2022 00:02:00 GMT","Tue, 23 Aug 2022 23:00:00 GMT",http://mosdac.gov.in/look/3R_SND/preview/2022/23AUG/3RSND_23AUG2022_2300_L1B_SB1_LWIR1.jpg,http://mosdac.gov.in/look/3R_SND/preview/2022/23AUG/3RSND_23AUG2022_2300_L1B_SB1_LWIR1.jpg,"[-13.0, 53.0]","[10.0, 96.0]"
