satellite_name,satellite_id,sensor_name,sensor_id,prefix,suffix,id,name,description,startdate,enddate,frequency,processlevel,satinorbit,longres,techdoc,crnt_flg,actv
EOS-06,22,SCATTEROMETER,4,E06SCTL,.jpg,361,E06SCT_L4_BT_SP,EOS-06 Scatterometer high resolution land product over South Pole generated using multiple SCATSAT1 L1B products using SIR Algorithm,2023-02-09,2025-08-10,DAILY,L4,C,0.02 - 0.02,,0,Active
EOS-06,22,SCATTEROMETER,4,E06SCTL,.jpg,352,E06SCT_L4_GAM_IND,"EOS-06 Scatterometer high resolution land product over India generated using multiple SCATSAT-1 L1B products using SIR Algorithm for HHASC, HHDES, HHBTH, VVASC, VVDES, VVBTH",2023-02-09,2025-08-10,DAILY,L4,C,0.02 - 0.02,,0,Active
EOS-06,22,SCATTEROMETER,4,E06SCTL,.jpg,358,E06SCT_L4_GAM_NP,EOS-06 Scatterometer high resolution land product over North Pole generated using multiple SCATSAT1 L1B products using SIR Algorithm,2023-02-09,2025-08-10,DAILY,L4,C,0.02 - 0.02,,0,Active
EOS-06,22,SCATTEROMETER,4,E06SCTL,.jpg,360,E06SCT_L4_GAM_SP,EOS-06 Scatterometer high resolution land product over South Pole generated using multiple SCATSAT1 L1B products using SIR Algorithm,2023-02-09,2025-08-10,DAILY,L4,C,0.02 - 0.02,,0,Active
EOS-06,22,SCATTEROMETER,4,E06SCTL,.jpg,354,E06SCT_L4_SIG_GLB,EOS-06 Scatterometer high resolution land product over Full Globe generated using multiple SCATSAT-1 L1B products using SIR Algorithm,2023-02-09,2025-08-09,DAILY,L4,C,0.02 - 0.02,,0,Active
EOS-06,22,SCATTEROMETER,4,E06SCTL,.jpg,351,E06SCT_L4_SIG_IND,"EOS-06 Scatterometer high resolution land product over India generated using multiple SCATSAT-1 L1B products using SIR Algorithm for HHASC, HHDES, HHBTH, VVASC, VVDES, VVBTH",2023-02-09,2025-08-10,DAILY,L4,C,0.02 - 0.02,,0,Active
EOS-06,22,SCATTEROMETER,4,E06SCTL,.jpg,356,E06SCT_L4_SIG_NP,EOS-06 Scatterometer high resolution land product over North Pole generated using multiple SCATSAT1 L1B products using SIR Algorithm,2023-02-09,2025-08-10,DAILY,L4,C,0.02 - 0.02,,0,Active
EOS-06,22,SCATTEROMETER,4,E06SCTL,.jpg,359,E06SCT_L4_SIG_SP,EOS-06 Scatterometer high resolution land product over South Pole generated using multiple SCATSAT1 L1B products using SIR Algorithm,2023-02-09,2025-08-10,DAILY,L4,C,0.02 - 0.02,,0,Active
EOS-06,22,SCATTEROMETER,4,E06SCTL,.png,365,E06SCT_L4_UI,Upwelling index over indian ocean,2023-02-09,2025-08-10,DAILY,L4,C,0.25 - 0.25,,0,Active
INSAT-3DR,14,IMAGER,10,3RIMG,"L1B_STD_IR1_V*.jpg,L1B_STD_IR1_TEMP_V*.jpg,L1B_STD_IR2_V*.jpg,L1B_STD_IR2_TEMP_V*.jpg,L1B_STD_MIR_V*.jpg,L1B_STD_MIR_TEMP_V*.jpg,L1B_STD_RGB_V*.jpg,L1B_STD_SWIR_V*.jpg,L1B_STD_VIS_V*.jpg,L1B_STD_WV_V*.jpg,L1B_STD_WV_TEMP_V*.jpg",157,3RIMG_L1B_STD,Level1 data for Imager 6 channels at half hour interval,2016-10-11,2025-08-11,Half Hourly,L1B,C,4 - 4,10.19038/SAC/10/3RIMG_L1B_STD,0,Active
INSAT-3DR,14,IMAGER,10,3RIMG,"L1C_ASIA_MER_IR1_V*.jpg,L1C_ASIA_MER_IR2_V*.jpg,L1C_ASIA_MER_MIR_V*.jpg,L1C_ASIA_MER_RGB_V*.jpg,L1C_ASIA_MER_SWIR_V*.jpg,L1C_ASIA_MER_VIS_V*.jpg,L1C_ASIA_MER_WV_V*.jpg,L1C_ASIA_MER_BIMG_V*.jpg",164,3RIMG_L1C_ASIA_MER,IMAGER- 6 channel Level1 data in Mercator projection for Asian Sector,2016-10-03,2025-08-11,Half Hourly,L1C,C, - ,10.19038/SAC/10/3RIMG_L1C_ASIA_MER,0,Active
INSAT-3DR,14,IMAGER,10,3RIMG,"L1C_SGP_IR1_V*.jpg,L1C_SGP_IR2_V*.jpg,L1C_SGP_MIR_V*.jpg,L1C_SGP_RGB_V*.jpg,L1C_SGP_SWIR_V*.jpg,L1C_SGP_VIS_V*.jpg,L1C_SGP_WV_V*.jpg",158,3RIMG_L1C_SGP,"Level1 IMAGER 6 channel  data of TIR1, TIR2, WV, VIS, SWIR, MIR Bands in Mercator projection",2016-10-03,2025-08-11,Half Hourly,L1C,C,4 - 4,10.19038/SAC/10/3RIMG_L1C_SGP,0,Active
INSAT-3DR,14,IMAGER,10,3RIMG,L2B_CMK_V*.jpg,167,3RIMG_L2B_CMK,"INSAT-3DR VHRR measures radiances in one visible and one SWIR band at 1 km spatial resolution, one MIR and two TIR bands at 4 km resolution, and one WV band at 8 km resolution. Radiances from 3 IR spectral bands TIR ?1 , TIR ?2 and MIR which are of same resolution of 4km are used in the INSAT cloud mask algorithm to estimate whether a given view of the earth surface is unobstructed by clouds",2016-10-11,2025-08-11,Half Hourly,L2B,C,Pixel - Pixel,10.19038/SAC/10/3RIMG_L2B_CMK,0,Active
INSAT-3DR,14,IMAGER,10,3RIMG,"L2B_CTP_V*.jpg,L2B_CTT_V*.jpg",315,3RIMG_L2B_CTP,Cloud top properties derived using INSAT3R IMAGER,2018-11-30,2025-08-11,half hourly,L2B,C, - ,10.19038/SAC/10/3RIMG_L2B_CTP,0,Active
INSAT-3DR,14,IMAGER,10,3RIMG,L2B_HEM_V*.jpg,181,3RIMG_L2B_HEM,This product is derived on the basis of Hydro-Estimator method. It measures precipitation over Indian Region encompassing area between longitudes 30°E -to130°E and latitudes 50°N- 50°S.,2016-10-11,2025-08-11,HALF HOURLY,L2B,C, - ,10.19038/SAC/10/3RIMG_L2B_HEM,0,Active
INSAT-3DR,14,IMAGER,10,3RIMG,L2B_IMC_V*.jpg,195,3RIMG_L2B_IMC,"INSAT multispectral Rainfall Algorithm Technique (IMSRA) is one of the main operational rainfall retrieval algorithms for INSAT-3DR. This algorithm estimates precipitation based on non-linear power law relationship established between infrared (IR) brightness temperatures (Tbs, 10.7 µm observations) and TRMM-PR surface rain rate.  Based on a number of case studies and research works carried out, a further refinement of the algorithm was made. ",2016-11-08,2025-08-11,HALF HOURLY,L2B,C,pixel - pixel,10.19038/SAC/10/3RIMG_L2B_IMC,0,Active
INSAT-3DR,14,IMAGER,10,3RIMG,L2B_LST_V*.jpg,190,3RIMG_L2B_LST,"Land surface temperature (LST) is a key parameter in the land surface processes. LST is very useful input to various models related to agrometeorology, ecology, hydrology and climate.",2016-10-11,2025-08-11,half hourly,L2B,C,Pixel - Pixel,10.19038/SAC/10/3RIMG_L2B_LST,0,Active
INSAT-3DR,14,IMAGER,10,3RIMG,L2B_OLR_V*.jpg,163,3RIMG_L2B_OLR,"Total outgoing longwave radiation (OLR) flux, thermally emitted from earth atmosphere system, is estimated by applying regression equation relating OLR flux with INSAT-3DR Imager observed WV (6.7&#956;m) and thermal infrared (TIR-1 10.5 &#956;m and TIR-2 11.5 &#956;m) radiances. The coefficients of the regression equations are determined from results of the Radiative Transfer Model simulation with various atmospheric conditions",2016-10-11,2025-08-11,Half Hourly,L2B,C, - ,10.19038/SAC/10/3RIMG_L2B_OLR,0,Active
INSAT-3DR,14,IMAGER,10,3RIMG,L2B_SST_V*.jpg,182,3RIMG_L2B_SST,"Sea surface temperature is derived from split thermal window channels (TIR1, TIR2) during daytime and using additional mid IR window channel (MIR) during night time over cloud free oceanic regions. The most important part of the SST retrieval from IR observations is the atmospheric correction, especially over tropics. This correction is determined through a suitable characterization of tropical atmospheres in radiative transfer model to simulate the brightness temperatures of INSAT-3DR channels a",2016-10-11,2025-08-11,HALF HOURLY,L2B,C,Pixel - Pixel,10.19038/SAC/10/3RIMG_L2B_SST,0,Active
INSAT-3DR,14,IMAGER,10,3RIMG,L2B_UTH_V*.jpg,160,3RIMG_L2B_UTH,Upper Tropospheric Humidity from IMAGER,2016-10-11,2025-08-11,Half Hourly,L2B,C,Pixel - Pixel,10.19038/SAC/10/3RIMG_L2B_UTH,0,Active
INSAT-3DR,14,IMAGER,10,3RIMG,"L2C_CER_V*.jpg,L2C_COT_V*.jpg",194,3RIMG_L2C_CMP,Day-time cloud microphysical parameters from visible and SWIR channels of INSAT-3DR imager,2016-10-11,2025-08-11,"HALF HOURLY,  01:30 to 11:30 GMT",L2C,C,0.01 - 0.01,10.19038/SAC/10/3RIMG_L2C_CMP,0,Active
INSAT-3DR,14,IMAGER,10,3RIMG,L2C_FOG_V*.jpg,180,3RIMG_L2C_FOG,"Night time FOG is derived from TIR-1 and MIR channel brightness temperature over Indian region. However, for day time visible channel reflectance and TIR-1 channel brightness temperature has been used. The algorithm involves detection of different thresholds following an image based approach to detect FOG",2016-10-26,2025-08-11,Half Hourly,L2C,C, - ,10.19038/SAC/10/3RIMG_L2C_FOG,0,Active
INSAT-3DR,14,IMAGER,10,3RIMG,L2C_INS_V*.jpg,191,3RIMG_L2C_INS,INSAT-3DR derived INSOLATION,2016-11-09,2025-08-11,half hourly,L2C,C, - ,10.19038/SAC/10/3RIMG_L2C_INS,0,Active
INSAT-3DR,14,IMAGER,10,3RIMG,L2C_SNW_V*.jpg,183,3RIMG_L2C_SNW,Snow cover derived from IMAGER,2016-10-11,2025-08-11,once a day,L2C,C,Pixel - Pixel,10.19038/SAC/10/3RIMG_L2C_SNW,0,Active
INSAT-3DR,14,IMAGER,10,3RIMG,L2G_AOD_V*.jpg,168,3RIMG_L2G_AOD,"The AOD product provides the aerosol optical thickness, at 650 nm and 4 Km spatial resolution over both land and ocean surfaces with root mean square (RMS) error of ±0.1.",2016-10-11,2025-08-11,Half Hourly,L2G,C, - ,10.19038/SAC/10/3RIMG_L2G_AOD,0,Active
INSAT-3DR,14,IMAGER,10,3RIMG,L2G_GPI_V*.jpg,166,3RIMG_L2G_GPI,Rainfall from INSAT-3DR Imager channels is derived based on two methodologies: (i) Rainfall Estimation by GOES Precipitation Index (GPI) (ii) INSAT Multispectral Rainfall Algorithm . ,2016-10-11,2025-08-11,Half Hourly,L2G,C, - ,10.19038/SAC/10/3RIMG_L2G_GPI,0,Active
INSAT-3DR,14,IMAGER,10,3RIMG,L2G_IMR_V*.jpg,161,3RIMG_L2G_IMR,Indian Multi Spectral rainfall from IMAGER,2016-10-11,2025-08-11,Half Hourly,L2G,C,.25 - .25,10.19038/SAC/10/3RIMG_L2G_IMR,0,Active
INSAT-3DR,14,IMAGER,10,3RIMG,"L2G_MIDSH_V*.jpg,L2G_SHEAR_V*.jpg,L2G_VOR200mb_V*.jpg,L2G_VOR500mb_V*.jpg,L2G_VOR850mb_V*.jpg,L2G_VOR700mb_V*.jpg,L2G_LOWCON_V*.jpg,L2G_UPDIV_V*.jpg,L2G_SHTEN_V*.jpg",274,3RIMG_L2G_WDP,"Wind Derived Product, Upper level divergence, lower level convergence, wind shear, mid-level wind shear, 24 hour wind shear tendency, vorticity(200,500,700,850mb) using INSAT-3DR AMVs.",2017-06-19,2025-08-11,HALF HOURLY,L2G,C,0.5 - 0.5,10.19038/SAC/10/3RIMG_L2G_WDP,0,Active
INSAT-3DR,14,IMAGER,10,3RIMG,L2P_FIR_V*.jpg,184,3RIMG_L2P_FIR,This is an Active FIRE product which shows that the pixel is warm enough to be qualified as fire. This is derived using MIR (T3) and TIR1 (T5) channel BT from INSAT-3DR imager. ,2016-10-11,2025-08-11,HALF HOURLY,L2P,C,4 - 4,10.19038/SAC/10/3RIMG_L2P_FIR,0,Active
INSAT-3DR,14,IMAGER,10,3RIMG,"L2P_IRW_V*.gif,L2P_LOW_V*.gif",169,3RIMG_L2P_IRW,INSAT-3DR Infrared channel derived Wind,2016-10-11,2025-08-11,Half Hourly,L2P,C, - ,10.19038/SAC/10/3RIMG_L2P_IRW,0,Active
INSAT-3DR,14,IMAGER,10,,,318,3RIMG_L2P_IRW_MERGED,this porduct is a merged wind product using the algorithm for retrieving Atmospheric Motion Vectors (AMVs) from INSAT-3D and INSAT-3DR in staggering mode,2019-02-05,2024-06-17,half hourly,L2P,C, - ,10.19038/SAC/10/3RIMG_L2P_IRW_MERGED,0,Active
INSAT-3DR,14,IMAGER,10,3RIMG,L2P_MRW_V*.gif,173,3RIMG_L2P_MRW,Winds derived using MIR band data of IMAGER,2016-10-11,2025-08-11,HALF HOURLY,L2,C,4 - 4,10.19038/SAC/10/3RIMG_L2P_MRW,0,Active
INSAT-3DR,14,IMAGER,10,3RIMG,L2P_SMK_V*.jpg,185,3RIMG_L2P_SMK,"This is an Active Smoke product which shows that the pixel is to be qualified as smoke.Inputs to the algorithm will include geo-referenced, corrected  Albedo, Digital counts for Visible channel and geo-referenced Brightness temperature for MIR,TIR1, TIR2. ",2016-10-11,2025-08-11,HALF HOURLY,L2P,C,4 - 4,10.19038/SAC/10/3RIMG_L2P_SMK,0,Active
INSAT-3DR,14,IMAGER,10,3RIMG,L2P_VSW_V*.gif,172,3RIMG_L2P_VSW,Winds derived using Visible band data of IMAGER,2016-10-11,2025-08-11,HALF HOURLY,L2,C,4 - 4,10.19038/SAC/10/3RIMG_L2P_VSW,0,Active
INSAT-3DR,14,IMAGER,10,3RIMG,"L2P_WVW_V*.gif,L2P_HIG_V*.gif",170,3RIMG_L2P_WVW,Water vapour derived wind vectors,2016-10-11,2025-08-11,Half Hourly,L2P,C, - ,10.19038/SAC/10/3RIMG_L2P_WVW,0,Active
INSAT-3DR,14,IMAGER,10,,,319,3RIMG_L2P_WV_MERGED,This product is amerged wind product using the algorithm for retrieving Atmospheric Motion Vectors (AMVs) from INSAT-3D and INSAT-3DR in staggering mode,2022-08-24,2024-06-17,half hourly,L2P,C, - ,10.19038/SAC/10/3RIMG_L2P_WV_MERGED,0,Active
INSAT-3DR,14,IMAGER,10,3RIMG,L3B_HEM_DLY_V*.jpg,192,3RIMG_L3B_HEM_DLY,Daily HEM  from INSAT-3DR,2016-11-10,2025-08-10,Daily,L3,C, - ,10.19038/SAC/10/3RIMG_L3B_HEM_DLY,0,Active
INSAT-3DR,14,IMAGER,10,3RIMG,L3B_HEM_WKL_V*.jpg,279,3RIMG_L3B_HEM_WKL,Weekly HEM from INSAT-,2017-06-26,2025-08-04,weekly,L3B,C, - ,10.19038/SAC/10/3RIMG_L3B_HEM_WKL,0,Active
INSAT-3DR,14,IMAGER,10,3RIMG,L3B_OLR_DLY_V*.jpg,186,3RIMG_L3B_OLR_DLY,Daily OLR from INSAT-3DR,2016-11-10,2025-08-10,Daily,L3,C, - ,10.19038/SAC/10/3RIMG_L3B_OLR_DLY,0,Active
INSAT-3DR,14,IMAGER,10,3RIMG,L3B_OLR_WKL_V*.jpg,280,3RIMG_L3B_OLR_WKL,Weekly OLR from INSAT-3DR,2017-06-26,2025-08-04,weekly,L3B,C, - ,10.19038/SAC/10/3RIMG_L3B_OLR_WKL,0,Active
INSAT-3DR,14,IMAGER,10,3RIMG,L3B_SST_DLY_V*.jpg,189,3RIMG_L3B_SST_DLY,Daily SST from INSAT-3DR,2016-12-12,2025-08-10,Daily,L3,C, - ,10.19038/SAC/10/3RIMG_L3B_SST_DLY,0,Active
INSAT-3DR,14,IMAGER,10,3RIMG,L3B_SST_WKL_V*.jpg,275,3RIMG_L3B_SST_WKL,Weekly SST from INSAT-3DR,2017-06-26,2025-08-04,weekly,L3B,C, - ,10.19038/SAC/10/3RIMG_L3B_SST_WKL,0,Active
INSAT-3DR,14,IMAGER,10,3RIMG,L3B_UTH_DLY_V*.jpg,187,3RIMG_L3B_UTH_DLY,Daily UTH from INSAT-3DR,2016-11-10,2025-08-10,Daily,L3,C, - ,10.19038/SAC/10/3RIMG_L3B_UTH_DLY,0,Active
INSAT-3DR,14,IMAGER,10,3RIMG,L3B_UTH_WKL_V*.jpg,276,3RIMG_L3B_UTH_WKL,Weekly UTH from INSAT-3DR,2017-06-26,2025-08-04,weekly,L3B,C, - ,10.19038/SAC/10/3RIMG_L3B_UTH_WKL,0,Active
INSAT-3DR,14,IMAGER,10,3RIMG,L3C_INS_DLY_V*.jpg,295,3RIMG_L3C_INS_DLY,INSAT-3DR derived INSOLATION,2017-06-13,2025-08-10,Daily,L3,C, - ,10.19038/SAC/10/3RIMG_L3C_INS_DLY,0,Active
INSAT-3DR,14,IMAGER,10,3RIMG,L3C_PET_DLY_V*.jpg,417,3RIMG_L3C_PET_DLY,"Evapotranspiration (ET) is one of the important processes in the terrestrial water cycle. About 65% of rainwater is lost to the atmosphere due to the combined processes of evaporation and transpiration. In a given climate, reference evapotranspiration (ET0) is defined as the maximum evaporative demand of the atmosphere from a well-watered surface independent of crop type, crop development, and management practice. ",2020-09-03,2025-08-10,DAILY,L3,C, - ,,0,Active
INSAT-3DR,14,IMAGER,10,3RIMG,L3G_GPI_DLY_V*.jpg,193,3RIMG_L3G_GPI_DLY,Daily GPI from INSAT-3DR,2016-11-10,2025-08-10,Daily,L3,C, - ,10.19038/SAC/10/3RIMG_L3G_GPI_DLY,0,Active
INSAT-3DR,14,IMAGER,10,3RIMG,L3G_GPI_WKL_V*.jpg,278,3RIMG_L3G_GPI_WKL,Weekly GPI from INSAT-3DR,2017-06-26,2025-08-04,weekly,L3G,C, - ,10.19038/SAC/10/3RIMG_L3G_GPI_WKL,0,Active
INSAT-3DR,14,IMAGER,10,3RIMG,L3G_IMR_DLY_V*.jpg,188,3RIMG_L3G_IMR_DLY,Daily IMR Rain  from INSAT-3DR,2016-11-10,2025-08-10,Daily,L3,C, - ,10.19038/SAC/10/3RIMG_L3G_IMR_DLY,0,Active
INSAT-3DR,14,IMAGER,10,3RIMG,L3G_IMR_WKL_V*.jpg,277,3RIMG_L3G_IMR_WKL,Weekly IMR from INSAT-3DR,2017-06-26,2025-08-04,weekly,L3G,C, - ,10.19038/SAC/10/3RIMG_L3G_IMR_WKL,0,Active
INSAT-3DR,14,SOUNDER,11,3RSND,"L1B_SA1_LWIR1_V*.jpg,L1B_SA1_LWIR1_TEMP_V*.jpg,L1B_SA1_LWIR2_V*.jpg,L1B_SA1_LWIR2_TEMP_V*.jpg,L1B_SA1_LWIR3_V*.jpg,L1B_SA1_LWIR3_TEMP_V*.jpg,L1B_SA1_LWIR4_V*.jpg,L1B_SA1_LWIR4_TEMP_V*.jpg,L1B_SA1_LWIR5_V*.jpg,L1B_SA1_LWIR5_TEMP_V*.jpg,L1B_SA1_LWIR6_V*.jpg,L1B_SA1_LWIR6_TEMP_V*.jpg,L1B_SA1_LWIR7_V*.jpg,L1B_SA1_LWIR7_TEMP_V*.jpg,L1B_SA1_MWIR1_V*.jpg,L1B_SA1_MWIR1_TEMP_V*.jpg,L1B_SA1_MWIR2_V*.jpg,L1B_SA1_MWIR2_TEMP_V*.jpg,L1B_SA1_MWIR3_V*.jpg,L1B_SA1_MWIR3_TEMP_V*.jpg,L1B_SA1_MWIR4_V*.jpg,L1B_SA1_MWIR4_TEMP_V*.jpg,L1B_SA1_MWIR5_V*.jpg,L1B_SA1_MWIR5_TEMP_V*.jpg,L1B_SA1_SWIR1_V*.jpg,L1B_SA1_SWIR1_TEMP_V*.jpg,L1B_SA1_SWIR2_V*.jpg,L1B_SA1_SWIR2_TEMP_V*.jpg,L1B_SA1_SWIR3_V*.jpg,L1B_SA1_SWIR3_TEMP_V*.jpg,L1B_SA1_SWIR4_V*.jpg,L1B_SA1_SWIR4_TEMP_V*.jpg,L1B_SA1_SWIR5_V*.jpg,L1B_SA1_SWIR5_TEMP_V*.jpg,L1B_SA1_SWIR6_V*.jpg,L1B_SA1_SWIR6_TEMP_V*.jpg",174,3RSND_L1B_SA1,Sounder Level1 data for A1 sector,2016-10-11,2025-08-11,7 per day,L1B,C,10 - 10,10.19038/SAC/10/3RSND_L1B_SA1,0,Active
INSAT-3DR,14,SOUNDER,11,3RSND,"L1B_SA2_LWIR1_V*.jpg,L1B_SA2_LWIR1_TEMP_V*.jpg,L1B_SA2_LWIR2_V*.jpg,L1B_SA2_LWIR2_TEMP_V*.jpg,L1B_SA2_LWIR3_V*.jpg,L1B_SA2_LWIR3_TEMP_V*.jpg,L1B_SA2_LWIR4_V*.jpg,L1B_SA2_LWIR4_TEMP_V*.jpg,L1B_SA2_LWIR5_V*.jpg,L1B_SA2_LWIR5_TEMP_V*.jpg,L1B_SA2_LWIR6_V*.jpg,L1B_SA2_LWIR6_TEMP_V*.jpg,L1B_SA2_LWIR7_V*.jpg,L1B_SA2_LWIR7_TEMP_V*.jpg,L1B_SA2_MWIR1_V*.jpg,L1B_SA2_MWIR1_TEMP_V*.jpg,L1B_SA2_MWIR2_V*.jpg,L1B_SA2_MWIR2_TEMP_V*.jpg,L1B_SA2_MWIR3_V*.jpg,L1B_SA2_MWIR3_TEMP_V*.jpg,L1B_SA2_MWIR4_V*.jpg,L1B_SA2_MWIR4_TEMP_V*.jpg,L1B_SA2_MWIR5_V*.jpg,L1B_SA2_MWIR5_TEMP_V*.jpg,L1B_SA2_SWIR1_V*.jpg,L1B_SA2_SWIR1_TEMP_V*.jpg,L1B_SA2_SWIR2_V*.jpg,L1B_SA2_SWIR2_TEMP_V*.jpg,L1B_SA2_SWIR3_V*.jpg,L1B_SA2_SWIR3_TEMP_V*.jpg,L1B_SA2_SWIR4_V*.jpg,L1B_SA2_SWIR4_TEMP_V*.jpg,L1B_SA2_SWIR5_V*.jpg,L1B_SA2_SWIR5_TEMP_V*.jpg,L1B_SA2_SWIR6_V*.jpg,L1B_SA2_SWIR6_TEMP_V*.jpg",296,3RSND_L1B_SA2,Sounder Level1 data for A2 sector,2018-02-14,2023-02-22,5 per day,L1B,C,10 - 10,10.19038/SAC/10/3RSND_L1B_SA2,0,Active
